Dağıtılan Enerji (MWh),month,year,date,hour,o_clock,season,HourControl
1279.512994067008,11,2018,2018-11-19,06:00:00,6,Autumn,Night
1472.4527887593154,11,2018,2018-11-19,07:00:00,7,Autumn,Daytime
1700.438470412062,11,2018,2018-11-19,08:00:00,8,Autumn,Daytime
1870.606681170303,11,2018,2018-11-19,09:00:00,9,Autumn,Daytime
1949.2305649138927,11,2018,2018-11-19,10:00:00,10,Autumn,Daytime
2047.7973476801928,11,2018,2018-11-19,11:00:00,11,Autumn,Daytime
1954.0736446384349,11,2018,2018-11-19,12:00:00,12,Autumn,Daytime
1953.930855132208,11,2018,2018-11-19,13:00:00,13,Autumn,Daytime
1978.8748495688376,11,2018,2018-11-19,14:00:00,14,Autumn,Daytime
1940.9933756941105,11,2018,2018-11-19,15:00:00,15,Autumn,Daytime
1932.3785367043693,11,2018,2018-11-19,16:00:00,16,Autumn,Daytime
1975.773803886787,11,2018,2018-11-19,17:00:00,17,Autumn,Daytime
2049.7384877563845,11,2018,2018-11-19,18:00:00,18,Autumn,Daytime
2043.7472923182893,11,2018,2018-11-19,19:00:00,19,Autumn,Night
1994.1526908245164,11,2018,2018-11-19,20:00:00,20,Autumn,Night
1906.421484351256,11,2018,2018-11-19,21:00:00,21,Autumn,Night
1815.5912107065687,11,2018,2018-11-19,22:00:00,22,Autumn,Night
1689.922765395948,11,2018,2018-11-19,23:00:00,23,Autumn,Night
1515.917723524153,11,2018,2018-11-20,00:00:00,0,Autumn,Night
1364.6813469505264,11,2018,2018-11-20,01:00:00,1,Autumn,Night
1279.2767765622484,11,2018,2018-11-20,02:00:00,2,Autumn,Night
1228.6074989974134,11,2018,2018-11-20,03:00:00,3,Autumn,Night
1207.771570750526,11,2018,2018-11-20,04:00:00,4,Autumn,Night
1227.5845175827594,11,2018,2018-11-20,05:00:00,5,Autumn,Night
1317.2995702801954,11,2018,2018-11-20,06:00:00,6,Autumn,Night
1468.6314354399024,11,2018,2018-11-20,07:00:00,7,Autumn,Daytime
1694.427586328546,11,2018,2018-11-20,08:00:00,8,Autumn,Daytime
1863.646373747593,11,2018,2018-11-20,09:00:00,9,Autumn,Daytime
1906.6931850860535,11,2018,2018-11-20,10:00:00,10,Autumn,Daytime
1943.439986850157,11,2018,2018-11-20,11:00:00,11,Autumn,Daytime
1844.4574305292765,11,2018,2018-11-20,12:00:00,12,Autumn,Daytime
1837.9192804779932,11,2018,2018-11-20,13:00:00,13,Autumn,Daytime
1835.881601091914,11,2018,2018-11-20,14:00:00,14,Autumn,Daytime
1823.3847458135265,11,2018,2018-11-20,15:00:00,15,Autumn,Daytime
1826.66859505968,11,2018,2018-11-20,16:00:00,16,Autumn,Daytime
1915.423772692648,11,2018,2018-11-20,17:00:00,17,Autumn,Daytime
2011.356472633308,11,2018,2018-11-20,18:00:00,18,Autumn,Daytime
1995.746745282392,11,2018,2018-11-20,19:00:00,19,Autumn,Night
1952.1094692142603,11,2018,2018-11-20,20:00:00,20,Autumn,Night
1871.8363600889847,11,2018,2018-11-20,21:00:00,21,Autumn,Night
1793.4066916567529,11,2018,2018-11-20,22:00:00,22,Autumn,Night
1679.5889157790975,11,2018,2018-11-20,23:00:00,23,Autumn,Night
1513.159207283127,11,2018,2018-11-21,00:00:00,0,Autumn,Night
1368.862684395214,11,2018,2018-11-21,01:00:00,1,Autumn,Night
1256.1551127974124,11,2018,2018-11-21,02:00:00,2,Autumn,Night
1207.7721456589518,11,2018,2018-11-21,03:00:00,3,Autumn,Night
1190.0236629468627,11,2018,2018-11-21,04:00:00,4,Autumn,Night
1219.2842362523563,11,2018,2018-11-21,05:00:00,5,Autumn,Night
1304.6754327431986,11,2018,2018-11-21,06:00:00,6,Autumn,Night
1494.7632260259809,11,2018,2018-11-21,07:00:00,7,Autumn,Daytime
1687.178828804735,11,2018,2018-11-21,08:00:00,8,Autumn,Daytime
1829.0598077226832,11,2018,2018-11-21,09:00:00,9,Autumn,Daytime
1865.3286230735987,11,2018,2018-11-21,10:00:00,10,Autumn,Daytime
1895.6948052713976,11,2018,2018-11-21,11:00:00,11,Autumn,Daytime
1831.7702467431948,11,2018,2018-11-21,12:00:00,12,Autumn,Daytime
1835.708422190812,11,2018,2018-11-21,13:00:00,13,Autumn,Daytime
1816.2740163724973,11,2018,2018-11-21,14:00:00,14,Autumn,Daytime
1756.226096013526,11,2018,2018-11-21,15:00:00,15,Autumn,Daytime
1782.731410073599,11,2018,2018-11-21,16:00:00,16,Autumn,Daytime
1828.057807027446,11,2018,2018-11-21,17:00:00,17,Autumn,Daytime
1984.991201041732,11,2018,2018-11-21,18:00:00,18,Autumn,Daytime
1970.873702117555,11,2018,2018-11-21,19:00:00,19,Autumn,Night
1926.677506097409,11,2018,2018-11-21,20:00:00,20,Autumn,Night
1849.499027843563,11,2018,2018-11-21,21:00:00,21,Autumn,Night
1771.584887615726,11,2018,2018-11-21,22:00:00,22,Autumn,Night
1659.5945285563869,11,2018,2018-11-21,23:00:00,23,Autumn,Night
1543.1055393424676,11,2018,2018-11-22,00:00:00,0,Autumn,Night
1385.2172017622474,11,2018,2018-11-22,01:00:00,1,Autumn,Night
1274.4912998311115,11,2018,2018-11-22,02:00:00,2,Autumn,Night
1232.4410303593163,11,2018,2018-11-22,03:00:00,3,Autumn,Night
1225.3515639556529,11,2018,2018-11-22,04:00:00,4,Autumn,Night
1223.8914808853222,11,2018,2018-11-22,05:00:00,5,Autumn,Night
1327.798817487521,11,2018,2018-11-22,06:00:00,6,Autumn,Night
1506.732560996678,11,2018,2018-11-22,07:00:00,7,Autumn,Daytime
1701.4482847036368,11,2018,2018-11-22,08:00:00,8,Autumn,Daytime
1864.652686003271,11,2018,2018-11-22,09:00:00,9,Autumn,Daytime
1945.6204768911816,11,2018,2018-11-22,10:00:00,10,Autumn,Daytime
2002.2583559402665,11,2018,2018-11-22,11:00:00,11,Autumn,Daytime
1901.7408180706689,11,2018,2018-11-22,12:00:00,12,Autumn,Daytime
1913.8077232442952,11,2018,2018-11-22,13:00:00,13,Autumn,Daytime
1907.3713146069333,11,2018,2018-11-22,14:00:00,14,Autumn,Daytime
1859.125408425248,11,2018,2018-11-22,15:00:00,15,Autumn,Daytime
1892.495516333673,11,2018,2018-11-22,16:00:00,16,Autumn,Daytime
1946.364069257483,11,2018,2018-11-22,17:00:00,17,Autumn,Daytime
2033.5087846391675,11,2018,2018-11-22,18:00:00,18,Autumn,Daytime
1997.5534443182885,11,2018,2018-11-22,19:00:00,19,Autumn,Night
1935.1921811131608,11,2018,2018-11-22,20:00:00,20,Autumn,Night
1837.8100658750652,11,2018,2018-11-22,21:00:00,21,Autumn,Night
1757.413376920489,11,2018,2018-11-22,22:00:00,22,Autumn,Night
1648.357688569573,11,2018,2018-11-22,23:00:00,23,Autumn,Night
1511.6443095915508,11,2018,2018-11-23,00:00:00,0,Autumn,Night
1351.023897748327,11,2018,2018-11-23,01:00:00,1,Autumn,Night
1273.5956600860566,11,2018,2018-11-23,02:00:00,2,Autumn,Night
1218.437985710966,11,2018,2018-11-23,03:00:00,3,Autumn,Night
1185.9879993300135,11,2018,2018-11-23,04:00:00,4,Autumn,Night
1202.9395804706735,11,2018,2018-11-23,05:00:00,5,Autumn,Night
1315.0997454801989,11,2018,2018-11-23,06:00:00,6,Autumn,Night
1511.464904555656,11,2018,2018-11-23,07:00:00,7,Autumn,Daytime
1742.559481412797,11,2018,2018-11-23,08:00:00,8,Autumn,Daytime
1923.044901531473,11,2018,2018-11-23,09:00:00,9,Autumn,Daytime
1981.9126881959407,11,2018,2018-11-23,10:00:00,10,Autumn,Daytime
2012.919682560778,11,2018,2018-11-23,11:00:00,11,Autumn,Daytime
1911.2050078772609,11,2018,2018-11-23,12:00:00,12,Autumn,Daytime
1862.4253277651724,11,2018,2018-11-23,13:00:00,13,Autumn,Daytime
1911.0785030508885,11,2018,2018-11-23,14:00:00,14,Autumn,Daytime
1888.3654126472263,11,2018,2018-11-23,15:00:00,15,Autumn,Daytime
1934.654894916824,11,2018,2018-11-23,16:00:00,16,Autumn,Daytime
2014.6872211131604,11,2018,2018-11-23,17:00:00,17,Autumn,Daytime
2128.507379812793,11,2018,2018-11-23,18:00:00,18,Autumn,Daytime
2113.154971009862,11,2018,2018-11-23,19:00:00,19,Autumn,Night
2049.806880708032,11,2018,2018-11-23,20:00:00,20,Autumn,Night
1958.270644916824,11,2018,2018-11-23,21:00:00,21,Autumn,Night
1883.9210434838576,11,2018,2018-11-23,22:00:00,22,Autumn,Night
1798.604109168841,11,2018,2018-11-23,23:00:00,23,Autumn,Night
1632.0113795351415,11,2018,2018-11-24,00:00:00,0,Autumn,Night
1455.4719886384385,11,2018,2018-11-24,01:00:00,1,Autumn,Night
1351.048425743201,11,2018,2018-11-24,02:00:00,2,Autumn,Night
1264.245180327816,11,2018,2018-11-24,03:00:00,3,Autumn,Night
1241.9470423769003,11,2018,2018-11-24,04:00:00,4,Autumn,Night
1256.7524459175602,11,2018,2018-11-24,05:00:00,5,Autumn,Night
1314.3988615776334,11,2018,2018-11-24,06:00:00,6,Autumn,Night
1432.0820980538238,11,2018,2018-11-24,07:00:00,7,Autumn,Daytime
1595.4285856281813,11,2018,2018-11-24,08:00:00,8,Autumn,Daytime
1774.0512035505258,11,2018,2018-11-24,09:00:00,9,Autumn,Daytime
1874.8725017585837,11,2018,2018-11-24,10:00:00,10,Autumn,Daytime
1923.067773130012,11,2018,2018-11-24,11:00:00,11,Autumn,Daytime
1849.0311743051031,11,2018,2018-11-24,12:00:00,12,Autumn,Daytime
1845.3400805922836,11,2018,2018-11-24,13:00:00,13,Autumn,Daytime
1818.8708824743355,11,2018,2018-11-24,14:00:00,14,Autumn,Daytime
1780.493782359316,11,2018,2018-11-24,15:00:00,15,Autumn,Daytime
1798.214472957118,11,2018,2018-11-24,16:00:00,16,Autumn,Daytime
1906.737236135872,11,2018,2018-11-24,17:00:00,17,Autumn,Daytime
2092.0823944142608,11,2018,2018-11-24,18:00:00,18,Autumn,Daytime
2070.2850129556527,11,2018,2018-11-24,19:00:00,19,Autumn,Night
1991.6780471292795,11,2018,2018-11-24,20:00:00,20,Autumn,Night
1937.0594594193892,11,2018,2018-11-24,21:00:00,21,Autumn,Night
1868.5563085659107,11,2018,2018-11-24,22:00:00,22,Autumn,Night
1768.520483201809,11,2018,2018-11-24,23:00:00,23,Autumn,Night
1586.6849181747025,11,2018,2018-11-25,00:00:00,0,Autumn,Night
1434.5561999688416,11,2018,2018-11-25,01:00:00,1,Autumn,Night
1305.9609017842265,11,2018,2018-11-25,02:00:00,2,Autumn,Night
1247.7924890377062,11,2018,2018-11-25,03:00:00,3,Autumn,Night
1210.2876414453974,11,2018,2018-11-25,04:00:00,4,Autumn,Night
1198.09910545895,11,2018,2018-11-25,05:00:00,5,Autumn,Night
1229.8010015300115,11,2018,2018-11-25,06:00:00,6,Autumn,Night
1285.557394339536,11,2018,2018-11-25,07:00:00,7,Autumn,Daytime
1326.2447964545545,11,2018,2018-11-25,08:00:00,8,Autumn,Daytime
1488.994529587887,11,2018,2018-11-25,09:00:00,9,Autumn,Daytime
1663.809523014992,11,2018,2018-11-25,10:00:00,10,Autumn,Daytime
1763.224229579094,11,2018,2018-11-25,11:00:00,11,Autumn,Daytime
1730.7758747241498,11,2018,2018-11-25,12:00:00,12,Autumn,Daytime
1732.103858565908,11,2018,2018-11-25,13:00:00,13,Autumn,Daytime
1680.4649663893515,11,2018,2018-11-25,14:00:00,14,Autumn,Daytime
1676.9293338772632,11,2018,2018-11-25,15:00:00,15,Autumn,Daytime
1702.437315074333,11,2018,2018-11-25,16:00:00,16,Autumn,Daytime
1823.0757364589472,11,2018,2018-11-25,17:00:00,17,Autumn,Daytime
2074.817940472868,11,2018,2018-11-25,18:00:00,18,Autumn,Daytime
2084.4836655344066,11,2018,2018-11-25,19:00:00,19,Autumn,Night
2029.6812399029047,11,2018,2018-11-25,20:00:00,20,Autumn,Night
1960.2333955717693,11,2018,2018-11-25,21:00:00,21,Autumn,Night
1877.207400927815,11,2018,2018-11-25,22:00:00,22,Autumn,Night
1757.470670376901,11,2018,2018-11-25,23:00:00,23,Autumn,Night
1583.2653076589518,11,2018,2018-11-26,00:00:00,0,Autumn,Night
1412.8707443175597,11,2018,2018-11-26,01:00:00,1,Autumn,Night
1296.393645014996,11,2018,2018-11-26,02:00:00,2,Autumn,Night
1231.8691322472307,11,2018,2018-11-26,03:00:00,3,Autumn,Night
1200.0171001373392,11,2018,2018-11-26,04:00:00,4,Autumn,Night
1219.0880378911847,11,2018,2018-11-26,05:00:00,5,Autumn,Night
1342.5902142633454,11,2018,2018-11-26,06:00:00,6,Autumn,Night
1551.5258612025375,11,2018,2018-11-26,07:00:00,7,Autumn,Daytime
1834.362919280924,11,2018,2018-11-26,08:00:00,8,Autumn,Daytime
2086.4887874985056,11,2018,2018-11-26,09:00:00,9,Autumn,Daytime
2213.369746230375,11,2018,2018-11-26,10:00:00,10,Autumn,Daytime
2282.5979619600444,11,2018,2018-11-26,11:00:00,11,Autumn,Daytime
2188.9617055893486,11,2018,2018-11-26,12:00:00,12,Autumn,Daytime
2193.750896498508,11,2018,2018-11-26,13:00:00,13,Autumn,Daytime
2210.066795099242,11,2018,2018-11-26,14:00:00,14,Autumn,Daytime
2186.02999258642,11,2018,2018-11-26,15:00:00,15,Autumn,Daytime
2209.9466261981474,11,2018,2018-11-26,16:00:00,16,Autumn,Daytime
2204.0073314472297,11,2018,2018-11-26,17:00:00,17,Autumn,Daytime
2241.233457032577,11,2018,2018-11-26,18:00:00,18,Autumn,Daytime
2198.152130172501,11,2018,2018-11-26,19:00:00,19,Autumn,Night
2116.3847540274446,11,2018,2018-11-26,20:00:00,20,Autumn,Night
2009.211514610594,11,2018,2018-11-26,21:00:00,21,Autumn,Night
1896.0971783974087,11,2018,2018-11-26,22:00:00,22,Autumn,Night
1758.076095694848,11,2018,2018-11-26,23:00:00,23,Autumn,Night
1625.3140003256174,11,2018,2018-11-27,00:00:00,0,Autumn,Night
1444.4720412560205,11,2018,2018-11-27,01:00:00,1,Autumn,Night
1345.8879662010747,11,2018,2018-11-27,02:00:00,2,Autumn,Night
1274.6214966845916,11,2018,2018-11-27,03:00:00,3,Autumn,Night
1241.4607223834932,11,2018,2018-11-27,04:00:00,4,Autumn,Night
1245.0183993886203,11,2018,2018-11-27,05:00:00,5,Autumn,Night
1357.5960179637116,11,2018,2018-11-27,06:00:00,6,Autumn,Night
1554.7317112018063,11,2018,2018-11-27,07:00:00,7,Autumn,Daytime
1783.7966846398986,11,2018,2018-11-27,08:00:00,8,Autumn,Daytime
1965.166526101436,11,2018,2018-11-27,09:00:00,9,Autumn,Daytime
2004.312869198872,11,2018,2018-11-27,10:00:00,10,Autumn,Daytime
2067.341853467005,11,2018,2018-11-27,11:00:00,11,Autumn,Daytime
1978.850374234044,11,2018,2018-11-27,12:00:00,12,Autumn,Daytime
2026.5665848472267,11,2018,2018-11-27,13:00:00,13,Autumn,Daytime
2016.012855343928,11,2018,2018-11-27,14:00:00,14,Autumn,Daytime
1961.516724650156,11,2018,2018-11-27,15:00:00,15,Autumn,Daytime
1995.8266866670065,11,2018,2018-11-27,16:00:00,16,Autumn,Daytime
2019.2756673102297,11,2018,2018-11-27,17:00:00,17,Autumn,Daytime
2118.744214373234,11,2018,2018-11-27,18:00:00,18,Autumn,Daytime
2100.601055337336,11,2018,2018-11-27,19:00:00,19,Autumn,Night
2051.4045559600468,11,2018,2018-11-27,20:00:00,20,Autumn,Night
1925.076152404736,11,2018,2018-11-27,21:00:00,21,Autumn,Night
1806.146686453088,11,2018,2018-11-27,22:00:00,22,Autumn,Night
1707.200604379829,11,2018,2018-11-27,23:00:00,23,Autumn,Night
1519.0121657563864,11,2018,2018-11-28,00:00:00,0,Autumn,Night
1355.3471787893511,11,2018,2018-11-28,01:00:00,1,Autumn,Night
1241.9416461190228,11,2018,2018-11-28,02:00:00,2,Autumn,Night
1205.864320261879,11,2018,2018-11-28,03:00:00,3,Autumn,Night
1210.1848620992414,11,2018,2018-11-28,04:00:00,4,Autumn,Night
1255.6594330831238,11,2018,2018-11-28,05:00:00,5,Autumn,Night
1350.775630373966,11,2018,2018-11-28,06:00:00,6,Autumn,Night
1540.033120693379,11,2018,2018-11-28,07:00:00,7,Autumn,Daytime
1757.714721833303,11,2018,2018-11-28,08:00:00,8,Autumn,Daytime
1921.9196488838545,11,2018,2018-11-28,09:00:00,9,Autumn,Daytime
2014.925701388615,11,2018,2018-11-28,10:00:00,10,Autumn,Daytime
2085.362093263339,11,2018,2018-11-28,11:00:00,11,Autumn,Daytime
1984.2684995402624,11,2018,2018-11-28,12:00:00,12,Autumn,Daytime
1992.1250654333044,11,2018,2018-11-28,13:00:00,13,Autumn,Daytime
1958.146317684588,11,2018,2018-11-28,14:00:00,14,Autumn,Daytime
1970.7396088692049,11,2018,2018-11-28,15:00:00,15,Autumn,Daytime
2046.9531732420992,11,2018,2018-11-28,16:00:00,16,Autumn,Daytime
2110.62136148752,11,2018,2018-11-28,17:00:00,17,Autumn,Daytime
2131.534962927813,11,2018,2018-11-28,18:00:00,18,Autumn,Daytime
2100.9348693688376,11,2018,2018-11-28,19:00:00,19,Autumn,Night
2024.483152045761,11,2018,2018-11-28,20:00:00,20,Autumn,Night
1943.4090979073,11,2018,2018-11-28,21:00:00,21,Autumn,Night
1881.8325310098655,11,2018,2018-11-28,22:00:00,22,Autumn,Night
1754.9528693475947,11,2018,2018-11-28,23:00:00,23,Autumn,Night
1600.2389243600487,11,2018,2018-11-29,00:00:00,0,Autumn,Night
1438.989544693383,11,2018,2018-11-29,01:00:00,1,Autumn,Night
1360.2831411878883,11,2018,2018-11-29,02:00:00,2,Autumn,Night
1294.7960303410025,11,2018,2018-11-29,03:00:00,3,Autumn,Night
1293.7700424113305,11,2018,2018-11-29,04:00:00,4,Autumn,Night
1256.2763689717692,11,2018,2018-11-29,05:00:00,5,Autumn,Night
1366.2356354728684,11,2018,2018-11-29,06:00:00,6,Autumn,Night
1533.4384304032692,11,2018,2018-11-29,07:00:00,7,Autumn,Daytime
1821.8465664816567,11,2018,2018-11-29,08:00:00,8,Autumn,Daytime
2018.6389854377005,11,2018,2018-11-29,09:00:00,9,Autumn,Daytime
2138.615169691914,11,2018,2018-11-29,10:00:00,10,Autumn,Daytime
2194.670855654552,11,2018,2018-11-29,11:00:00,11,Autumn,Daytime
2142.249392029644,11,2018,2018-11-29,12:00:00,12,Autumn,Daytime
2188.76648193294,11,2018,2018-11-29,13:00:00,13,Autumn,Daytime
2240.742444861878,11,2018,2018-11-29,14:00:00,14,Autumn,Daytime
2212.903024498509,11,2018,2018-11-29,15:00:00,15,Autumn,Daytime
2252.1245106406336,11,2018,2018-11-29,16:00:00,16,Autumn,Daytime
2276.350939420121,11,2018,2018-11-29,17:00:00,17,Autumn,Daytime
2311.496789382757,11,2018,2018-11-29,18:00:00,18,Autumn,Daytime
2263.833532584956,11,2018,2018-11-29,19:00:00,19,Autumn,Night
2193.9645494655424,11,2018,2018-11-29,20:00:00,20,Autumn,Night
2065.8442029395337,11,2018,2018-11-29,21:00:00,21,Autumn,Night
1986.4946767182896,11,2018,2018-11-29,22:00:00,22,Autumn,Night
1888.3699713886213,11,2018,2018-11-29,23:00:00,23,Autumn,Night
1685.604485390087,11,2018,2018-11-30,00:00:00,0,Autumn,Night
1503.2442272721382,11,2018,2018-11-30,01:00:00,1,Autumn,Night
1374.0788578721383,11,2018,2018-11-30,02:00:00,2,Autumn,Night
1317.1034862428342,11,2018,2018-11-30,03:00:00,3,Autumn,Night
1277.225583170306,11,2018,2018-11-30,04:00:00,4,Autumn,Night
1293.9385235578504,11,2018,2018-11-30,05:00:00,5,Autumn,Night
1413.2362634032718,11,2018,2018-11-30,06:00:00,6,Autumn,Night
1629.412822905835,11,2018,2018-11-30,07:00:00,7,Autumn,Daytime
1910.9576043446607,11,2018,2018-11-30,08:00:00,8,Autumn,Daytime
2142.7146741725,11,2018,2018-11-30,09:00:00,9,Autumn,Daytime
2260.3960946545503,11,2018,2018-11-30,10:00:00,10,Autumn,Daytime
2325.285857435503,11,2018,2018-11-30,11:00:00,11,Autumn,Daytime
2269.3111600281773,11,2018,2018-11-30,12:00:00,12,Autumn,Daytime
2206.426954976161,11,2018,2018-11-30,13:00:00,13,Autumn,Daytime
2234.071513820119,11,2018,2018-11-30,14:00:00,14,Autumn,Daytime
2210.478190009131,11,2018,2018-11-30,15:00:00,15,Autumn,Daytime
2240.178327449424,11,2018,2018-11-30,16:00:00,16,Autumn,Daytime
2301.840100968838,11,2018,2018-11-30,17:00:00,17,Autumn,Daytime
2348.8436643065675,11,2018,2018-11-30,18:00:00,18,Autumn,Daytime
2302.398995663343,11,2018,2018-11-30,19:00:00,19,Autumn,Night
2231.747165154185,11,2018,2018-11-30,20:00:00,20,Autumn,Night
2114.4199445739678,11,2018,2018-11-30,21:00:00,21,Autumn,Night
2021.3969601556532,11,2018,2018-11-30,22:00:00,22,Autumn,Night
1937.865879471405,11,2018,2018-11-30,23:00:00,23,Autumn,Night
1792.1006026401922,12,2018,2018-12-01,00:00:00,0,Winter,Night
1598.198572833342,12,2018,2018-12-01,01:00:00,1,Winter,Night
1445.3272620200098,12,2018,2018-12-01,02:00:00,2,Winter,Night
1401.2150826377626,12,2018,2018-12-01,03:00:00,3,Winter,Night
1364.9928482791224,12,2018,2018-12-01,04:00:00,4,Winter,Night
1367.4369425207617,12,2018,2018-12-01,05:00:00,5,Winter,Night
1411.525934979506,12,2018,2018-12-01,06:00:00,6,Winter,Night
1524.9771926724816,12,2018,2018-12-01,07:00:00,7,Winter,Daytime
1726.2914788489636,12,2018,2018-12-01,08:00:00,8,Winter,Daytime
1999.30305568197,12,2018,2018-12-01,09:00:00,9,Winter,Daytime
2110.5327240135275,12,2018,2018-12-01,10:00:00,10,Winter,Daytime
2164.964250351567,12,2018,2018-12-01,11:00:00,11,Winter,Daytime
2091.363180832067,12,2018,2018-12-01,12:00:00,12,Winter,Daytime
2056.1495283279605,12,2018,2018-12-01,13:00:00,13,Winter,Daytime
2016.374308934024,12,2018,2018-12-01,14:00:00,14,Winter,Daytime
1997.782893938305,12,2018,2018-12-01,15:00:00,15,Winter,Daytime
2024.0233331912848,12,2018,2018-12-01,16:00:00,16,Winter,Daytime
2150.060903913652,12,2018,2018-12-01,17:00:00,17,Winter,Daytime
2327.533051770963,12,2018,2018-12-01,18:00:00,18,Winter,Daytime
2264.264516680696,12,2018,2018-12-01,19:00:00,19,Winter,Night
2198.9746665311754,12,2018,2018-12-01,20:00:00,20,Winter,Night
2112.8735131836484,12,2018,2018-12-01,21:00:00,21,Winter,Night
2050.9555231873514,12,2018,2018-12-01,22:00:00,22,Winter,Night
1928.8277496221408,12,2018,2018-12-01,23:00:00,23,Winter,Night
1761.4278368450307,12,2018,2018-12-02,00:00:00,0,Winter,Night
1580.2385597989714,12,2018,2018-12-02,01:00:00,1,Winter,Night
1442.997959055655,12,2018,2018-12-02,02:00:00,2,Winter,Night
1370.1727354858135,12,2018,2018-12-02,03:00:00,3,Winter,Night
1315.975807668429,12,2018,2018-12-02,04:00:00,4,Winter,Night
1328.356558139669,12,2018,2018-12-02,05:00:00,5,Winter,Night
1355.3756015068718,12,2018,2018-12-02,06:00:00,6,Winter,Night
1396.190939649909,12,2018,2018-12-02,07:00:00,7,Winter,Daytime
1435.1461757524428,12,2018,2018-12-02,08:00:00,8,Winter,Daytime
1596.9946161255502,12,2018,2018-12-02,09:00:00,9,Winter,Daytime
1769.472761501664,12,2018,2018-12-02,10:00:00,10,Winter,Daytime
1875.254108235144,12,2018,2018-12-02,11:00:00,11,Winter,Daytime
1897.8722822422023,12,2018,2018-12-02,12:00:00,12,Winter,Daytime
1882.6293981025208,12,2018,2018-12-02,13:00:00,13,Winter,Daytime
1852.648938150432,12,2018,2018-12-02,14:00:00,14,Winter,Daytime
1826.9643926647248,12,2018,2018-12-02,15:00:00,15,Winter,Daytime
1865.3682415373096,12,2018,2018-12-02,16:00:00,16,Winter,Daytime
1993.0116952886112,12,2018,2018-12-02,17:00:00,17,Winter,Daytime
2200.577029042691,12,2018,2018-12-02,18:00:00,18,Winter,Daytime
2213.542060954853,12,2018,2018-12-02,19:00:00,19,Winter,Night
2170.907840715066,12,2018,2018-12-02,20:00:00,20,Winter,Night
2068.0051451108543,12,2018,2018-12-02,21:00:00,21,Winter,Night
2005.2431517808,12,2018,2018-12-02,22:00:00,22,Winter,Night
1869.6922215137024,12,2018,2018-12-02,23:00:00,23,Winter,Night
1645.2711722993745,12,2018,2018-12-03,00:00:00,0,Winter,Night
1462.8352490399127,12,2018,2018-12-03,01:00:00,1,Winter,Night
1343.70466668185,12,2018,2018-12-03,02:00:00,2,Winter,Night
1287.2864202986768,12,2018,2018-12-03,03:00:00,3,Winter,Night
1285.2559447895917,12,2018,2018-12-03,04:00:00,4,Winter,Night
1304.4298541282085,12,2018,2018-12-03,05:00:00,5,Winter,Night
1411.255904793524,12,2018,2018-12-03,06:00:00,6,Winter,Night
1651.704062429448,12,2018,2018-12-03,07:00:00,7,Winter,Daytime
1933.6210223311944,12,2018,2018-12-03,08:00:00,8,Winter,Daytime
2178.5960856452803,12,2018,2018-12-03,09:00:00,9,Winter,Daytime
2263.355538811695,12,2018,2018-12-03,10:00:00,10,Winter,Daytime
2287.822264729065,12,2018,2018-12-03,11:00:00,11,Winter,Daytime
2155.162824698398,12,2018,2018-12-03,12:00:00,12,Winter,Daytime
2144.865989742606,12,2018,2018-12-03,13:00:00,13,Winter,Daytime
2115.4131741125866,12,2018,2018-12-03,14:00:00,14,Winter,Daytime
2069.6537747294137,12,2018,2018-12-03,15:00:00,15,Winter,Daytime
2093.4670126451706,12,2018,2018-12-03,16:00:00,16,Winter,Daytime
2189.0087303374485,12,2018,2018-12-03,17:00:00,17,Winter,Daytime
2318.770042188506,12,2018,2018-12-03,18:00:00,18,Winter,Daytime
2291.7676329557785,12,2018,2018-12-03,19:00:00,19,Winter,Night
2236.068688882985,12,2018,2018-12-03,20:00:00,20,Winter,Night
2130.03861840156,12,2018,2018-12-03,21:00:00,21,Winter,Night
2054.6358136294284,12,2018,2018-12-03,22:00:00,22,Winter,Night
1902.7192410952327,12,2018,2018-12-03,23:00:00,23,Winter,Night
1713.6644400012613,12,2018,2018-12-04,00:00:00,0,Winter,Night
1517.625046691459,12,2018,2018-12-04,01:00:00,1,Winter,Night
1415.9535827639036,12,2018,2018-12-04,02:00:00,2,Winter,Night
1367.288439039336,12,2018,2018-12-04,03:00:00,3,Winter,Night
1337.380936643547,12,2018,2018-12-04,04:00:00,4,Winter,Night
1366.6066624866194,12,2018,2018-12-04,05:00:00,5,Winter,Night
1469.1719386008429,12,2018,2018-12-04,06:00:00,6,Winter,Night
1692.692792942815,12,2018,2018-12-04,07:00:00,7,Winter,Daytime
1958.2827595706333,12,2018,2018-12-04,08:00:00,8,Winter,Daytime
2165.609190880785,12,2018,2018-12-04,09:00:00,9,Winter,Daytime
2219.423271601998,12,2018,2018-12-04,10:00:00,10,Winter,Daytime
2279.6518410919853,12,2018,2018-12-04,11:00:00,11,Winter,Daytime
2177.037115873148,12,2018,2018-12-04,12:00:00,12,Winter,Daytime
2190.74167492812,12,2018,2018-12-04,13:00:00,13,Winter,Daytime
2182.3833447165694,12,2018,2018-12-04,14:00:00,14,Winter,Daytime
2132.69266488206,12,2018,2018-12-04,15:00:00,15,Winter,Daytime
2169.5108361246243,12,2018,2018-12-04,16:00:00,16,Winter,Daytime
2268.1255106573176,12,2018,2018-12-04,17:00:00,17,Winter,Daytime
2332.67426563614,12,2018,2018-12-04,18:00:00,18,Winter,Daytime
